Unnamed: 0,scrapedate,lastupdated,stateagency,facility,facilitytier,fac_inc_tested,fac_inc_positive,fac_inc_active,fac_inc_negative,fac_staff_positive,fac_staff_deaths,sum_inc_recovered,sum_inc_deaths,sum_staff_recovered,fac_inc_isolated,fac_inc_quarantined,fac_inc_pending,sum_inc_firstdose,sum_inc_seconddose,sum_inc_offeredvaccine,fac_state,fac_address,fac_zip,fac_facilitytier,sum_inc_positive,sum_inc_tested,sum_staff_positive,match,state
1051,2021-03-11,3/9/2021,OR,WCCF,Tier 4,845.0,92.0,1.0,753.0,13.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1052,2021-03-11,44264,OR,,,,,,,,,3378.0,42.0,832.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1053,2021-03-12,3/10/2021,OR,CCCF,Tier 3,3102.0,239.0,0.0,2863.0,42.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1054,2021-03-12,3/10/2021,OR,CCIC (Intake),Tier 2,4551.0,81.0,0.0,4470.0,12.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1055,2021-03-12,3/10/2021,OR,CRCI,Tier 3,1555.0,257.0,0.0,1298.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1056,2021-03-12,3/10/2021,OR,DRCI,Tier 3,2018.0,282.0,3.0,1736.0,45.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1057,2021-03-12,3/10/2021,OR,EOCI,Tier 1,1228.0,458.0,0.0,770.0,75.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1058,2021-03-12,3/10/2021,OR,MCCF,Tier 2,389.0,39.0,0.0,350.0,15.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1059,2021-03-12,3/10/2021,OR,OSCI,Tier 2,1427.0,247.0,0.0,1180.0,38.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1060,2021-03-12,3/10/2021,OR,OSP,Tier 2,2761.0,386.0,1.0,2375.0,123.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1061,2021-03-12,3/10/2021,OR,PRCF,Tier 3,540.0,68.0,1.0,472.0,20.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1062,2021-03-12,3/10/2021,OR,SCCI,Tier 1,292.0,27.0,0.0,265.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1063,2021-03-12,3/10/2021,OR,SCI,Tier 4,952.0,118.0,2.0,834.0,34.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1064,2021-03-12,3/10/2021,OR,SFFC,Tier 2,71.0,2.0,2.0,69.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1065,2021-03-12,3/10/2021,OR,SRCI,Tier 4,1680.0,488.0,1.0,1192.0,227.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1066,2021-03-12,3/10/2021,OR,TRCI,Tier 4,3413.0,768.0,1.0,2645.0,127.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1067,2021-03-12,3/10/2021,OR,WCCF,Tier 4,845.0,92.0,1.0,753.0,13.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3552.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1068,2021-03-12,44265,OR,,,,,,,,,3388.0,42.0,833.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1069,2021-03-13,3/11/2021,OR,CCCF,Tier 3,3102.0,239.0,0.0,2863.0,42.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1070,2021-03-13,3/11/2021,OR,CCIC (Intake),Tier 2,4551.0,81.0,0.0,4470.0,12.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1071,2021-03-13,3/11/2021,OR,CRCI,Tier 3,1555.0,257.0,0.0,1298.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1072,2021-03-13,3/11/2021,OR,DRCI,Tier 2,2018.0,282.0,3.0,1736.0,45.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1073,2021-03-13,3/11/2021,OR,EOCI,Tier 1,1228.0,458.0,0.0,770.0,75.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1074,2021-03-13,3/11/2021,OR,MCCF,Tier 2,389.0,39.0,0.0,350.0,15.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1075,2021-03-13,3/11/2021,OR,OSCI,Tier 2,1428.0,248.0,1.0,1180.0,38.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1076,2021-03-13,3/11/2021,OR,OSP,Tier 2,2761.0,386.0,1.0,2375.0,123.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1077,2021-03-13,3/11/2021,OR,PRCF,Tier 3,540.0,68.0,1.0,472.0,20.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1078,2021-03-13,3/11/2021,OR,SCCI,Tier 1,292.0,27.0,0.0,265.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1079,2021-03-13,3/11/2021,OR,SCI,Tier 4,952.0,118.0,2.0,834.0,34.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1080,2021-03-13,3/11/2021,OR,SFFC,Tier 2,71.0,2.0,2.0,69.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1081,2021-03-13,3/11/2021,OR,SRCI,Tier 4,1680.0,488.0,1.0,1192.0,227.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1082,2021-03-13,3/11/2021,OR,TRCI,Tier 4,3416.0,771.0,4.0,2645.0,127.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1083,2021-03-13,3/11/2021,OR,WCCF,Tier 4,845.0,92.0,1.0,753.0,13.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1084,2021-03-13,44266,OR,,,,,,,,,3388.0,42.0,833.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1085,2021-03-14,3/11/2021,OR,CCCF,Tier 3,3102.0,239.0,0.0,2863.0,42.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1086,2021-03-14,3/11/2021,OR,CCIC (Intake),Tier 2,4551.0,81.0,0.0,4470.0,12.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1087,2021-03-14,3/11/2021,OR,CRCI,Tier 3,1555.0,257.0,0.0,1298.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1088,2021-03-14,3/11/2021,OR,DRCI,Tier 2,2018.0,282.0,3.0,1736.0,45.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1089,2021-03-14,3/11/2021,OR,EOCI,Tier 1,1228.0,458.0,0.0,770.0,75.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1090,2021-03-14,3/11/2021,OR,MCCF,Tier 2,389.0,39.0,0.0,350.0,15.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1091,2021-03-14,3/11/2021,OR,OSCI,Tier 2,1428.0,248.0,1.0,1180.0,38.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1092,2021-03-14,3/11/2021,OR,OSP,Tier 2,2761.0,386.0,1.0,2375.0,123.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1093,2021-03-14,3/11/2021,OR,PRCF,Tier 3,540.0,68.0,1.0,472.0,20.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1094,2021-03-14,3/11/2021,OR,SCCI,Tier 1,292.0,27.0,0.0,265.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1095,2021-03-14,3/11/2021,OR,SCI,Tier 4,952.0,118.0,2.0,834.0,34.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1096,2021-03-14,3/11/2021,OR,SFFC,Tier 2,71.0,2.0,2.0,69.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1097,2021-03-14,3/11/2021,OR,SRCI,Tier 4,1680.0,488.0,1.0,1192.0,227.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1098,2021-03-14,3/11/2021,OR,TRCI,Tier 4,3416.0,771.0,4.0,2645.0,127.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1099,2021-03-14,3/11/2021,OR,WCCF,Tier 4,845.0,92.0,1.0,753.0,13.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1100,2021-03-14,44266,OR,,,,,,,,,3388.0,42.0,833.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1101,2021-03-15,3/11/2021,OR,CCCF,Tier 3,3102.0,239.0,0.0,2863.0,42.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1102,2021-03-15,3/11/2021,OR,CCIC (Intake),Tier 2,4551.0,81.0,0.0,4470.0,12.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1103,2021-03-15,3/11/2021,OR,CRCI,Tier 3,1555.0,257.0,0.0,1298.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1104,2021-03-15,3/11/2021,OR,DRCI,Tier 2,2018.0,282.0,3.0,1736.0,45.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1105,2021-03-15,3/11/2021,OR,EOCI,Tier 1,1228.0,458.0,0.0,770.0,75.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1106,2021-03-15,3/11/2021,OR,MCCF,Tier 2,389.0,39.0,0.0,350.0,15.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1107,2021-03-15,3/11/2021,OR,OSCI,Tier 2,1428.0,248.0,1.0,1180.0,38.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1108,2021-03-15,3/11/2021,OR,OSP,Tier 2,2761.0,386.0,1.0,2375.0,123.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1109,2021-03-15,3/11/2021,OR,PRCF,Tier 3,540.0,68.0,1.0,472.0,20.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1110,2021-03-15,3/11/2021,OR,SCCI,Tier 1,292.0,27.0,0.0,265.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1111,2021-03-15,3/11/2021,OR,SCI,Tier 4,952.0,118.0,2.0,834.0,34.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1112,2021-03-15,3/11/2021,OR,SFFC,Tier 2,71.0,2.0,2.0,69.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1113,2021-03-15,3/11/2021,OR,SRCI,Tier 4,1680.0,488.0,1.0,1192.0,227.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1114,2021-03-15,3/11/2021,OR,TRCI,Tier 4,3416.0,771.0,4.0,2645.0,127.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1115,2021-03-15,3/11/2021,OR,WCCF,Tier 4,845.0,92.0,1.0,753.0,13.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3556.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1116,2021-03-15,44266,OR,,,,,,,,,3388.0,42.0,833.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1117,2021-03-16,3/14/2021,OR,CCCF,Tier 2,3102.0,239.0,0.0,2863.0,42.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1118,2021-03-16,3/14/2021,OR,CCIC (Intake),Tier 2,4552.0,82.0,1.0,4470.0,12.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1119,2021-03-16,3/14/2021,OR,CRCI,Tier 3,1555.0,257.0,0.0,1298.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1120,2021-03-16,3/14/2021,OR,DRCI,Tier 2,2018.0,282.0,3.0,1736.0,45.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1121,2021-03-16,3/14/2021,OR,EOCI,Tier 1,1228.0,458.0,0.0,770.0,75.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1122,2021-03-16,3/14/2021,OR,MCCF,Tier 2,389.0,39.0,0.0,350.0,15.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1123,2021-03-16,3/14/2021,OR,OSCI,Tier 2,1428.0,248.0,1.0,1180.0,38.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1124,2021-03-16,3/14/2021,OR,OSP,Tier 2,2761.0,386.0,1.0,2375.0,123.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1125,2021-03-16,3/14/2021,OR,PRCF,Tier 3,540.0,68.0,1.0,472.0,20.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1126,2021-03-16,3/14/2021,OR,SCCI,Tier 1,292.0,27.0,0.0,265.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1127,2021-03-16,3/14/2021,OR,SCI,Tier 3,952.0,118.0,2.0,834.0,34.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1128,2021-03-16,3/14/2021,OR,SFFC,Tier 2,71.0,2.0,2.0,69.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1129,2021-03-16,3/14/2021,OR,SRCI,Tier 4,1680.0,488.0,1.0,1192.0,228.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1130,2021-03-16,3/14/2021,OR,TRCI,Tier 4,3416.0,771.0,4.0,2645.0,127.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1131,2021-03-16,3/14/2021,OR,WCCF,Tier 4,845.0,92.0,1.0,753.0,13.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3557.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1132,2021-03-16,44269,OR,,,,,,,,,3388.0,42.0,834.0,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1133,2021-03-17,3/15/2021,OR,CCCF,Tier 2,3102.0,239.0,0.0,2863.0,42.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1134,2021-03-17,3/15/2021,OR,CCIC (Intake),Tier 2,4552.0,82.0,1.0,4470.0,12.0,NR,,,,,,,,,,,"24499 SW Grahams Ferry Road, Wilsonville, Oregon 97070",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1135,2021-03-17,3/15/2021,OR,CRCI,Tier 3,1555.0,257.0,0.0,1298.0,25.0,NR,,,,,,,,,,,"9111 NE Sunderland Avenue, Portland, OR 97211-1799",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1136,2021-03-17,3/15/2021,OR,DRCI,Tier 2,2018.0,282.0,3.0,1736.0,45.0,NR,,,,,,,,,,,"3920 East Ashwood Road, Madras, Oregon 97741",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1137,2021-03-17,3/15/2021,OR,EOCI,Tier 2,1229.0,459.0,1.0,770.0,75.0,NR,,,,,,,,,,,"2500 Westgate, Pendleton, Oregon 97801-9699",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1138,2021-03-17,3/15/2021,OR,MCCF,Tier 2,389.0,39.0,0.0,350.0,15.0,NR,,,,,,,,,,,"5465 Turner Road SE, Salem, Oregon 97317 ",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1139,2021-03-17,3/15/2021,OR,OSCI,Tier 2,1428.0,248.0,1.0,1180.0,39.0,NR,,,,,,,,,,,"3405 Deer Park Drive SE, Salem, Oregon 97310-9385",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1140,2021-03-17,3/15/2021,OR,OSP,Tier 2,2761.0,386.0,1.0,2375.0,123.0,NR,,,,,,,,,,,"2605 State Street, Salem, OR  97310",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1141,2021-03-17,3/15/2021,OR,PRCF,Tier 3,540.0,68.0,1.0,472.0,20.0,NR,,,,,,,,,,,"3600 13th Street, Baker City, Oregon 97814-1346",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1142,2021-03-17,3/15/2021,OR,SCCI,Tier 1,292.0,27.0,0.0,265.0,7.0,NR,,,,,,,,,,,"95200 Shutters Landing Lane, North Bend, OR  97459",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1143,2021-03-17,3/15/2021,OR,SCI,Tier 3,952.0,118.0,2.0,834.0,34.0,NR,,,,,,,,,,,"4005 Aumsville Hwy SE, Salem, OR 97317",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1144,2021-03-17,3/15/2021,OR,SFFC,Tier 2,71.0,2.0,2.0,69.0,0.0,NR,,,,,,,,,,,"48300 Wilson River Hwy, Tillamook, OR 97141-9799",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1145,2021-03-17,3/15/2021,OR,SRCI,Tier 4,1680.0,488.0,1.0,1192.0,228.0,NR,,,,,,,,,,,"777 Stanton Blvd., Ontario, Oregon 97914-8335",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1146,2021-03-17,3/15/2021,OR,TRCI,Tier 4,3416.0,771.0,4.0,2645.0,127.0,NR,,,,,,,,,,,"82911 Beach Access Road, Umatilla, OR 97882",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
1147,2021-03-17,3/15/2021,OR,WCCF,Tier 3,846.0,93.0,2.0,753.0,13.0,NR,,,,,,,,,,,"20654 Rabbit Hill Road, Lakeview, OR 97630-5000",,,3559.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/OR.csv
