Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_active,fac_staff_recovered,fac_inc_active,fac_inc_recovered,fac_staff_positive,fac_inc_positive,sum_inc_tested,sum_inc_deaths,sum_staff_deaths,sum_total_testsconducted,sum_inc_vaccinated,sum_staff_vaccinated,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_recovered,sum_inc_active,sum_inc_positive,sum_staff_recovered,sum_staff_active,sum_staff_posnonprison,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_vaccinatedpercent,state
313,2021-01-15,,MO,Eastern RDCC (ERDCC),2.0,180.0,24.0,503.0,182.0,527.0,,,,,,,,,2727 HIGHWAY K,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
314,2021-01-15,,MO,Farmington CC (FCC),13.0,195.0,2.0,534.0,208.0,536.0,,,,,,,,,12393 Highway O,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
315,2021-01-15,,MO,FRDC Fulton,9.0,85.0,42.0,635.0,94.0,677.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
316,2021-01-15,,MO,JCCC Jefferson City,6.0,134.0,2.0,346.0,140.0,348.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
317,2021-01-15,,MO,Kansas City Reentry Center (KCRC),6.0,11.0,18.0,10.0,17.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
318,2021-01-15,,MO,MCC Moberly,3.0,82.0,1.0,234.0,85.0,235.0,,,,,,,,,5201 South Morley,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
319,2021-01-15,,MO,Missouri Eastern CC (MECC Pacific),10.0,64.0,1.0,190.0,74.0,191.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
320,2021-01-15,,MO,Maryville TC (MTC),1.0,47.0,0.0,50.0,48.0,50.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
321,2021-01-15,,MO,NECC Bowling Green,3.0,132.0,2.0,101.0,135.0,103.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
322,2021-01-15,,MO,Ozark CC (OCC Fordland),5.0,42.0,2.0,155.0,47.0,157.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
323,2021-01-15,,MO,PCC Potosi,2.0,126.0,0.0,142.0,128.0,142.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
324,2021-01-15,,MO,SCCC Licking),6.0,77.0,2.0,129.0,83.0,131.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
325,2021-01-15,,MO,Southeast CC (SECC Charleston),0.0,124.0,1.0,268.0,124.0,269.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
326,2021-01-15,,MO,TCC Tipton,2.0,63.0,1.0,164.0,65.0,165.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
327,2021-01-15,,MO,Women's Eastern RDCC (WERDCC Vandalia),4.0,74.0,11.0,526.0,78.0,537.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
328,2021-01-15,,MO,Western MO CC (WMCC Cameron),1.0,148.0,2.0,211.0,149.0,213.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
329,2021-01-15,,MO,Western RDCC (WRDCC St. Joseph),1.0,137.0,9.0,339.0,138.0,348.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
330,2021-01-15,,MO,,,,,,,,,42.0,5.0,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
331,2021-01-16,,MO,ACC Jefferson City,3.0,60.0,0.0,139.0,63.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
332,2021-01-16,,MO,BCC Boonville,3.0,81.0,0.0,149.0,84.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
333,2021-01-16,,MO,CCC Chillicothe,10.0,96.0,0.0,294.0,106.0,294.0,,,,,,,,,3151 Litton Road,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
334,2021-01-16,,MO,CTCC Fulton,2.0,12.0,1.0,24.0,14.0,25.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
335,2021-01-16,,MO,Eastern RDCC (ERDCC),2.0,180.0,24.0,503.0,182.0,527.0,,,,,,,,,2727 HIGHWAY K,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
336,2021-01-16,,MO,Farmington CC (FCC),13.0,195.0,2.0,534.0,208.0,536.0,,,,,,,,,12393 Highway O,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
337,2021-01-16,,MO,FRDC Fulton,9.0,85.0,42.0,635.0,94.0,677.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
338,2021-01-16,,MO,JCCC Jefferson City,6.0,134.0,2.0,346.0,140.0,348.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
339,2021-01-16,,MO,Kansas City Reentry Center (KCRC),6.0,11.0,18.0,10.0,17.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
340,2021-01-16,,MO,MCC Moberly,3.0,82.0,1.0,234.0,85.0,235.0,,,,,,,,,5201 South Morley,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
341,2021-01-16,,MO,Missouri Eastern CC (MECC Pacific),10.0,64.0,1.0,190.0,74.0,191.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
342,2021-01-16,,MO,Maryville TC (MTC),1.0,47.0,0.0,50.0,48.0,50.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
343,2021-01-16,,MO,NECC Bowling Green,3.0,132.0,2.0,101.0,135.0,103.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
344,2021-01-16,,MO,Ozark CC (OCC Fordland),5.0,42.0,2.0,155.0,47.0,157.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
345,2021-01-16,,MO,PCC Potosi,2.0,126.0,0.0,142.0,128.0,142.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
346,2021-01-16,,MO,SCCC Licking),6.0,77.0,2.0,129.0,83.0,131.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
347,2021-01-16,,MO,Southeast CC (SECC Charleston),0.0,124.0,1.0,268.0,124.0,269.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
348,2021-01-16,,MO,TCC Tipton,2.0,63.0,1.0,164.0,65.0,165.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
349,2021-01-16,,MO,Women's Eastern RDCC (WERDCC Vandalia),4.0,74.0,11.0,526.0,78.0,537.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
350,2021-01-16,,MO,Western MO CC (WMCC Cameron),1.0,148.0,2.0,211.0,149.0,213.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
351,2021-01-16,,MO,Western RDCC (WRDCC St. Joseph),1.0,137.0,9.0,339.0,138.0,348.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
352,2021-01-16,,MO,,,,,,,,,42.0,5.0,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
353,2021-01-17,,MO,ACC Jefferson City,3.0,60.0,0.0,139.0,63.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
354,2021-01-17,,MO,BCC Boonville,3.0,81.0,0.0,149.0,84.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
355,2021-01-17,,MO,CCC Chillicothe,10.0,96.0,0.0,294.0,106.0,294.0,,,,,,,,,3151 Litton Road,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
356,2021-01-17,,MO,CTCC Fulton,2.0,12.0,1.0,24.0,14.0,25.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
357,2021-01-17,,MO,Eastern RDCC (ERDCC),2.0,180.0,24.0,503.0,182.0,527.0,,,,,,,,,2727 HIGHWAY K,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
358,2021-01-17,,MO,Farmington CC (FCC),13.0,195.0,2.0,534.0,208.0,536.0,,,,,,,,,12393 Highway O,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
359,2021-01-17,,MO,FRDC Fulton,9.0,85.0,42.0,635.0,94.0,677.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
360,2021-01-17,,MO,JCCC Jefferson City,6.0,134.0,2.0,346.0,140.0,348.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
361,2021-01-17,,MO,Kansas City Reentry Center (KCRC),6.0,11.0,18.0,10.0,17.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
362,2021-01-17,,MO,MCC Moberly,3.0,82.0,1.0,234.0,85.0,235.0,,,,,,,,,5201 South Morley,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
363,2021-01-17,,MO,Missouri Eastern CC (MECC Pacific),10.0,64.0,1.0,190.0,74.0,191.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
364,2021-01-17,,MO,Maryville TC (MTC),1.0,47.0,0.0,50.0,48.0,50.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
365,2021-01-17,,MO,NECC Bowling Green,3.0,132.0,2.0,101.0,135.0,103.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
366,2021-01-17,,MO,Ozark CC (OCC Fordland),5.0,42.0,2.0,155.0,47.0,157.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
367,2021-01-17,,MO,PCC Potosi,2.0,126.0,0.0,142.0,128.0,142.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
368,2021-01-17,,MO,SCCC Licking),6.0,77.0,2.0,129.0,83.0,131.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
369,2021-01-17,,MO,Southeast CC (SECC Charleston),0.0,124.0,1.0,268.0,124.0,269.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
370,2021-01-17,,MO,TCC Tipton,2.0,63.0,1.0,164.0,65.0,165.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
371,2021-01-17,,MO,Women's Eastern RDCC (WERDCC Vandalia),4.0,74.0,11.0,526.0,78.0,537.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
372,2021-01-17,,MO,Western MO CC (WMCC Cameron),1.0,148.0,2.0,211.0,149.0,213.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
373,2021-01-17,,MO,Western RDCC (WRDCC St. Joseph),1.0,137.0,9.0,339.0,138.0,348.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
374,2021-01-17,,MO,,,,,,,,,42.0,5.0,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
375,2021-01-18,,MO,ACC Jefferson City,3.0,60.0,0.0,139.0,63.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
376,2021-01-18,,MO,BCC Boonville,3.0,81.0,0.0,149.0,84.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
377,2021-01-18,,MO,CCC Chillicothe,10.0,96.0,0.0,294.0,106.0,294.0,,,,,,,,,3151 Litton Road,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
378,2021-01-18,,MO,CTCC Fulton,2.0,12.0,1.0,24.0,14.0,25.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
379,2021-01-18,,MO,Eastern RDCC (ERDCC),2.0,180.0,24.0,503.0,182.0,527.0,,,,,,,,,2727 HIGHWAY K,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
380,2021-01-18,,MO,Farmington CC (FCC),13.0,195.0,2.0,534.0,208.0,536.0,,,,,,,,,12393 Highway O,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
381,2021-01-18,,MO,FRDC Fulton,9.0,85.0,42.0,635.0,94.0,677.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
382,2021-01-18,,MO,JCCC Jefferson City,6.0,134.0,2.0,346.0,140.0,348.0,,,,,,,,,8200 NO MORE VICTIMS ROAD,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
383,2021-01-18,,MO,Kansas City Reentry Center (KCRC),6.0,11.0,18.0,10.0,17.0,28.0,,,,,,,,,"651 Mulberry Kansas City, MO 64101",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
384,2021-01-18,,MO,MCC Moberly,3.0,82.0,1.0,234.0,85.0,235.0,,,,,,,,,5201 South Morley,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
385,2021-01-18,,MO,Missouri Eastern CC (MECC Pacific),10.0,64.0,1.0,190.0,74.0,191.0,,,,,,,,,"18701 US Highway 66 Pacific, MO 63069",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
386,2021-01-18,,MO,Maryville TC (MTC),1.0,47.0,0.0,50.0,48.0,50.0,,,,,,,,,"30227 US Highway 136 Maryville, MO 64468",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
387,2021-01-18,,MO,NECC Bowling Green,3.0,132.0,2.0,101.0,135.0,103.0,,,,,,,,,"13698 Airport Road Bowling Green, MO 63334",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
388,2021-01-18,,MO,Ozark CC (OCC Fordland),5.0,42.0,2.0,155.0,47.0,157.0,,,,,,,,,"929 Honor Camp Lane Fordland, MO 65652",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
389,2021-01-18,,MO,PCC Potosi,2.0,126.0,0.0,142.0,128.0,142.0,,,,,,,,,"11593 State Highway O Mineral Point, MO 63660",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
390,2021-01-18,,MO,SCCC Licking),6.0,77.0,2.0,129.0,83.0,131.0,,,,,,,,,"255 West Highway 32 Licking, MO 65542",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
391,2021-01-18,,MO,Southeast CC (SECC Charleston),0.0,124.0,1.0,268.0,124.0,269.0,,,,,,,,,"300 East Pedro Simmons Drive Charleston, MO 63834",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
392,2021-01-18,,MO,TCC Tipton,2.0,63.0,1.0,164.0,65.0,165.0,,,,,,,,,"619 North Osage Avenue Tipton, MO 65081",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
393,2021-01-18,,MO,Women's Eastern RDCC (WERDCC Vandalia),4.0,74.0,11.0,526.0,78.0,537.0,,,,,,,,,"1101 East Highway 54 Vandalia, MO 63382",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
394,2021-01-18,,MO,Western MO CC (WMCC Cameron),1.0,148.0,2.0,211.0,149.0,213.0,,,,,,,,,"609 East Pence Road Cameron, MO 64429",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
395,2021-01-18,,MO,Western RDCC (WRDCC St. Joseph),1.0,137.0,9.0,339.0,138.0,348.0,,,,,,,,,"3401 Faraon St Joseph, MO 64506",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
396,2021-01-18,,MO,,,,,,,,,42.0,5.0,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
397,2021-01-19,,MO,ACC Jefferson City,3.0,60.0,0.0,139.0,63.0,139.0,,,,,,,,,8501 No More Victims Road,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
398,2021-01-19,,MO,BCC Boonville,3.0,81.0,0.0,149.0,84.0,149.0,,,,,,,,,"1216 East Morgan Street Boonville, MO 65233",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
399,2021-01-19,,MO,CCC Chillicothe,10.0,96.0,0.0,294.0,106.0,294.0,,,,,,,,,3151 Litton Road,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
400,2021-01-19,,MO,CTCC Fulton,2.0,12.0,1.0,24.0,14.0,25.0,,,,,,,,,"689 State Road O, P. O. Box 70",,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
401,2021-01-19,,MO,Eastern RDCC (ERDCC),2.0,180.0,24.0,503.0,182.0,527.0,,,,,,,,,2727 HIGHWAY K,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
402,2021-01-19,,MO,Farmington CC (FCC),13.0,195.0,2.0,534.0,208.0,536.0,,,,,,,,,12393 Highway O,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
403,2021-01-19,,MO,FRDC Fulton,9.0,85.0,42.0,635.0,94.0,677.0,,,,,,,,,1012 WEST COLUMBIA STREET,,,,5264.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MO.csv
